Platform,Title,Instructor_Partner,Description,Rating,Reviews,Price,Details,URL
Udemy,"1Z0-1072-25 OCI Architect & 1Z0-1151-25 MultiCloud Architect Oracle Cloud Infrastructure 2025 Architect Associate, Oracle Cloud Infrastructure 2025 Multicloud Architect Professional",Waseem Saleem,"Oracle Cloud Infrastructure 2025 Architect Associate, Oracle Cloud Infrastructure 2025 Multicloud Architect Professional",Rating: 4.0 out of 5 4.0 (17),nan,Current price $19.99,118 questions All Levels,nan
Udemy,ServiceNow GRC/IRM Risk and Compliance Practice Exams Updated for Tokyo release,Certification Specialist,Updated for Tokyo release,Rating: 3.4 out of 5 3.4 (17),nan,Current price $19.99,199 questions All Levels,nan
Udemy,"POWER BI - JUMPSTART IN 60 MINUTES GET UP AND RUNNING WITH VISUALIZATIONS, CUSTOM VISUALS, TOOLTIPS AND AI",Havish Madhvapaty,"GET UP AND RUNNING WITH VISUALIZATIONS, CUSTOM VISUALS, TOOLTIPS AND AI",Rating: 4.8 out of 5 4.8 (17),nan,Current price $19.99,1 total hour 14 lectures All Levels,nan
Udemy,Ultimate AWS Certified Solutions Architect Associate 2026 Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (284,229)",nan,Current price $89.99,nan,nan
Udemy,[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026 Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (283,029)",nan,Current price $89.99,nan,nan
Udemy,CompTIA Security+ (SY0-701) Complete Course & Practice Exam CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",nan,"Rating: 4.7 out of 5 4.7 (115,132)",nan,Current price $79.99,nan,nan
Udemy,AI Governance Professional (AIGP) Certification Masterclass Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.,Dr. Kyle David,nan,"Rating: 4.7 out of 5 4.7 (1,465)",nan,Current price $199.99,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,Web Scraping with Beautiful Soup - Real Estate Database Beautiful Soup with Python from Scratch - Real Estate Database - Excel & PostgreSQL,Dr. Alexander Schlee,Beautiful Soup with Python from Scratch - Real Estate Database - Excel & PostgreSQL,Rating: 4.4 out of 5 4.4 (17),nan,Current price $19.99,1.5 total hours 7 lectures All Levels,nan
Udemy,"AI-900 Azure AI Fundamentals Practice Exam Questions 2026 AI 900 Azure AI Fundamentals Exam Preparation Course, AI-900 Azure AI Fundamentals with 324 Practice Exam Questions","Codaming • 300k+ Learners Worldwide, Vedika Singh, Dinesh Kumar","AI 900 Azure AI Fundamentals Exam Preparation Course, AI-900 Azure AI Fundamentals with 324 Practice Exam Questions",Rating: 4.2 out of 5 4.2 (17),nan,Current price $24.99,1 total hour 7 lectures All Levels,nan
Udemy,Databricks Certified Generative AI Engineer Mocks [2026] [2026] 6 Realistic Practice Tests with Step-by-Step Explanation for Databricks Certified Generative AI Engineer Exam.,Vinayak Bhardwaj,[2026] 6 Realistic Practice Tests with Step-by-Step Explanation for Databricks Certified Generative AI Engineer Exam.,Rating: 4.8 out of 5 4.8 (17),nan,Current price $24.99,270 questions All Levels,nan
Udemy,Latest SAFe Practitioner 6.0 For Teams Exam Practice the Exam- It is based on latest 6.0 version of SAFe,Rakesh Pandey,Practice the Exam- It is based on latest 6.0 version of SAFe,Rating: 4.2 out of 5 4.2 (16),nan,Current price $19.99,180 questions All Levels,nan
Udemy,Ace Your PMI DASM: Disciplined Agile Scrum Master Mock Tests Unlock PMI DASM - Disciplined Agile Scrum Master Exam: Practical Questions and Comprehensive Review,MindSparks Lab,Unlock PMI DASM - Disciplined Agile Scrum Master Exam: Practical Questions and Comprehensive Review,Rating: 4.8 out of 5 4.8 (16),nan,Current price $19.99,200 questions All Levels,nan
Udemy,"GCP Professional Cloud Architect: 5 Exam Practice Tests-2026 200+ Realistic Mock Questions, Case Studies & Detailed Explanations to Pass the Google Cloud PCA Exam on First Attempt",Himanshu Verma | Google Cloud Architect | GenAI Leader & Cloud Engineer,"200+ Realistic Mock Questions, Case Studies & Detailed Explanations to Pass the Google Cloud PCA Exam on First Attempt",Rating: 4.4 out of 5 4.4 (16),nan,Current price $19.99,216 questions All Levels,nan
Udemy,[New Pattern] OCA Exam Sim (1Z0-808) [2026] New questions to practice for Java SE 8 Programmer I EXAM,Udayan Khattry,New questions to practice for Java SE 8 Programmer I EXAM,Rating: 4.7 out of 5 4.7 (16),nan,Current price $19.99,223 questions All Levels,nan
Udemy,ServiceNow CIS Event - Practice Exam 190 Q&A 100% Certified Implementation Specialist – Event Management Exam Specification,IT To Office,Certified Implementation Specialist – Event Management Exam Specification,Rating: 3.8 out of 5 3.8 (16),nan,Current price $19.99,190 questions Intermediate,nan
Udemy,GCP Google Professional Security Engineer Practice Test 2023 Exam Questions + explanations | Pass the GCP Google Professional Cloud Security Engineer exam | Learn Cloud Computing,Dude In Cert Hood,Exam Questions + explanations | Pass the GCP Google Professional Cloud Security Engineer exam | Learn Cloud Computing,Rating: 4.2 out of 5 4.2 (16),nan,Current price $44.99,178 questions All Levels,nan
Udemy,Scrum Master Certification Exams 6 Scrum Master Exams 2026 | 480 Questions with Full Explanations | PSM Study Guide,"Agile Unify 25,000+ Certified Students",6 Scrum Master Exams 2026 | 480 Questions with Full Explanations | PSM Study Guide,Rating: 4.4 out of 5 4.4 (16),nan,Current price $34.99,480 questions All Levels,nan
Udemy,ServiceNow CIS CSM - Customer Service Management CIS Servicenow Customer Service Management,IT To Office,CIS Servicenow Customer Service Management,Rating: 3.8 out of 5 3.8 (16),nan,Current price $19.99,295 questions Intermediate,nan
Udemy,Salesforce Certified Platform Admin – Practice Exam (2026) Salesforce Certified Platform Administrator Certification Timed Tests - Answer Guidance - LATEST SALESFORCE RELEASE,NextGen Certification Academy,Salesforce Certified Platform Administrator Certification Timed Tests - Answer Guidance - LATEST SALESFORCE RELEASE,Rating: 4.9 out of 5 4.9 (17),nan,Current price $24.99,259 questions All Levels,nan
Udemy,(ISC)² CSSLP Practice Exam with Explanation 2025 (Updated) Latest questions with full explanations and references. Cover CSSLP 8 exam domains. Pass the real exam with confidence.,Cyber Whiz,Latest questions with full explanations and references. Cover CSSLP 8 exam domains. Pass the real exam with confidence.,Rating: 3.9 out of 5 3.9 (16),nan,Current price $19.99,781 questions All Levels,nan
Udemy,"Certified Scrum Master (CSM) Final Exam 100% Original (2026) 50+10 Original Certified Scrum Master CSM exam questions, 1 exam to pass the CSM exam","Mister Solutions • 2Million+ Enrollments • PMP, CSM, SCRUM, ITIL, CEH","50+10 Original Certified Scrum Master CSM exam questions, 1 exam to pass the CSM exam",Rating: 4.6 out of 5 4.6 (16),nan,Current price $19.99,60 questions All Levels,nan
Udemy,"AWS Solutions Architect Associate SAA-C03 Pass AWS CERTIFICATION with 30h+ CONTENT, 10 FULL EXAMS , with 1000+ practice questions. Earn 150K+ in cloud",ITO Cloud Courses,"Pass AWS CERTIFICATION with 30h+ CONTENT, 10 FULL EXAMS , with 1000+ practice questions. Earn 150K+ in cloud",Rating: 4.9 out of 5 4.9 (16),nan,Current price $19.99,34.5 total hours 356 lectures Intermediate,nan
Udemy,AD0-E117 Adobe Experience Manager Sites Architect Master Preparation of AD0-E117 Adobe Experience Manager Sites Architect Master,John Deo,Preparation of AD0-E117 Adobe Experience Manager Sites Architect Master,Rating: 3.2 out of 5 3.2 (16),nan,Current price $19.99,74 questions All Levels,nan
Udemy,Ultimate AWS Certified Solutions Architect Associate 2026 Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (284,229)",nan,Current price $89.99,nan,nan
Udemy,[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026 Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (283,029)",nan,Current price $89.99,nan,nan
Udemy,CompTIA Security+ (SY0-701) Complete Course & Practice Exam CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",nan,"Rating: 4.7 out of 5 4.7 (115,132)",nan,Current price $79.99,nan,nan
Udemy,AI Governance Professional (AIGP) Certification Masterclass Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.,Dr. Kyle David,nan,"Rating: 4.7 out of 5 4.7 (1,465)",nan,Current price $199.99,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,"Certified Kubernetes Security Specialist | Practice Exams Hands-on CKS practice exams for cluster setup, hardening, system security, supply chain and runtime monitoring",Andrii Stebelskyi,"Hands-on CKS practice exams for cluster setup, hardening, system security, supply chain and runtime monitoring",Rating: 4.4 out of 5 4.4 (16),nan,Current price $19.99,56 questions Intermediate,nan
Udemy,Mock Exams: Oracle SCM Business Process Foundation Associate Mock Exam: 1Z0-1125-2 | Oracle SCM Business Process Foundations Associate | Build confidence and work towards success,"Guha Rajan M., B.Engg, MBA",Mock Exam: 1Z0-1125-2 | Oracle SCM Business Process Foundations Associate | Build confidence and work towards success,Rating: 3.5 out of 5 3.5 (16),nan,Current price $34.99,160 questions All Levels,nan
Udemy,CCSKV5 - 720 Practice Qns -Your Sure Shot To Exam Success!! Your Complete Guide to CCSKV5 Certification: 720 Thorough Practice Questions to transition from Cloud Novice to Expert,Sivva Kannan,Your Complete Guide to CCSKV5 Certification: 720 Thorough Practice Questions to transition from Cloud Novice to Expert,Rating: 4.1 out of 5 4.1 (16),nan,Current price $19.99,720 questions All Levels,nan
Udemy,CompTia Network+ N10-009 Practice Exam (2026) Domain Based Practice Exams + Full Practice Exam + Explanations Included,Cyber Learning,Domain Based Practice Exams + Full Practice Exam + Explanations Included,Rating: 4.5 out of 5 4.5 (16),nan,Current price $19.99,340 questions All Levels,nan
Udemy,"AS1 Tosca Practice for Interviews and new learners Test yourself in Complete TOSCA Automation Specialist 1 must know shortcuts, key points and steps",Jim H,"Test yourself in Complete TOSCA Automation Specialist 1 must know shortcuts, key points and steps",Rating: 4.1 out of 5 4.1 (16),nan,Current price $39.99,502 questions Beginner,nan
Udemy,"Complete Cisco CCNA 200-301 Prep: From Beginner to Certified Master Networking Fundamentals, Cisco Routing & Switching, Security, and Automation to Pass the CCNA 200-301 Exam",Imran Afzal,"Master Networking Fundamentals, Cisco Routing & Switching, Security, and Automation to Pass the CCNA 200-301 Exam",Rating: 4.7 out of 5 4.7 (16),nan,Current price $24.99,25 total hours 160 lectures All Levels,nan
Udemy,AWS Certified Cloud Practitioner CLF-C02 | 6 practice (2025) Prepare for the AWS Certified Cloud Practitioner exam with 6 comprehensive practice tests and expert explanations.,CodeCrafters Association,Prepare for the AWS Certified Cloud Practitioner exam with 6 comprehensive practice tests and expert explanations.,Rating: 4.4 out of 5 4.4 (16),nan,Current price $19.99,390 questions Beginner,nan
Udemy,AD0-E117 Adobe Experience Manager Sites Architect Master Preparation of AD0-E117 Adobe Experience Manager Sites Architect Master,John Deo,Preparation of AD0-E117 Adobe Experience Manager Sites Architect Master,Rating: 3.2 out of 5 3.2 (16),nan,Current price $19.99,74 questions All Levels,nan
Udemy,Salesforce Business Analyst Certification Salesforce Business Analyst Certification,Dr. Ashwini Kumar Raj,Salesforce Business Analyst Certification,Rating: 4.1 out of 5 4.1 (16),nan,Current price $19.99,45 questions Intermediate,nan
Udemy,IIBA CPOA Product Ownership Analysis: Practice Exams Get ready for the IIBA-CPOA exam with easy-to-follow practice tests and real-world product ownership scenarios.,Miłosz Anders,Get ready for the IIBA-CPOA exam with easy-to-follow practice tests and real-world product ownership scenarios.,Rating: 4.7 out of 5 4.7 (16),nan,Current price $19.99,180 questions All Levels,nan
Udemy,"C_TS4FI SAP Cert. Asso.- S/4HANA Cloud Financial Accounting C_TS4FI: General Ledger, Accounts Payable/Receivable, Asset Accounting, and Financial Closing - timed mock tests",SAP Instructor,"C_TS4FI: General Ledger, Accounts Payable/Receivable, Asset Accounting, and Financial Closing - timed mock tests",Rating: 4.6 out of 5 4.6 (16),nan,Current price $19.99,157 questions All Levels,nan
Udemy,"ISTQB Foundation Level (CTFL) Mock Exams- 240 Questions 2026 6 Full Mock Exams | Easy to Prep, Pass ISTQB Certified Tester Foundation Level (CTFL) v4.0 with updated syllabus [NEW]!",TechSimplify Pro Technology Instructor,"6 Full Mock Exams | Easy to Prep, Pass ISTQB Certified Tester Foundation Level (CTFL) v4.0 with updated syllabus [NEW]!",Rating: 4.3 out of 5 4.3 (16),nan,Current price $24.99,240 questions All Levels,nan
Udemy,CompTIA A+ Core 1 (220-1201) UPDATED Practice Tests for 2026 Exam for 2026 -- CompTIA A+ Core 1 (220-1201) certification Updated Practice Exam / Test with latest simulations,Soyab _,Exam for 2026 -- CompTIA A+ Core 1 (220-1201) certification Updated Practice Exam / Test with latest simulations,Rating: 4.3 out of 5 4.3 (16),nan,Current price $29.99,540 questions Beginner,nan
Udemy,Databricks Certified Machine Learning Professional Exam 2025 [Latest - Guaranteed Pass] Databricks technologies and best practices,George LI,[Latest - Guaranteed Pass] Databricks technologies and best practices,Rating: 3.6 out of 5 3.6 (16),nan,Current price $19.99,207 questions Expert,nan
Udemy,Practice Exams for the AWS Cloud Practitioner Certification CLF-C02 AWS Cloud Beginner - Test Your Understanding before taking the AWS Cloud Practitioner Exam,Gokul C Prabhakar,CLF-C02 AWS Cloud Beginner - Test Your Understanding before taking the AWS Cloud Practitioner Exam,Rating: 4.8 out of 5 4.8 (16),nan,Current price $19.99,195 questions All Levels,nan
Udemy,Salesforce Automation with Workflow Rules Learn Salesforce workflow Rules & automate processes in Salesforce. Automate business processes with Salesforce Workflow,Yashad Tayal,Learn Salesforce workflow Rules & automate processes in Salesforce. Automate business processes with Salesforce Workflow,Rating: 4.3 out of 5 4.3 (16),nan,Current price $19.99,2 total hours 31 lectures Beginner,nan
Udemy,Ultimate AWS Certified Solutions Architect Associate 2026 Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (284,229)",nan,Current price $89.99,nan,nan
